Property_Type,Location,Price,Price_Currency,Total_Area_m2,Covered_Area_m2,Room_number,Bathroom_number,Expenses,Expenses_Currency
Departamento,"Quilmes, Quilmes, Buenos Aires",65000,USD,44,41, 2, 1,4500,ARS
Departamento,"San Bernardo Del Tuyu, De La Costa, Buenos Aires",39000,USD,54,38, 2, 1,2500,ARS
Departamento,"Moreno, Moreno, Buenos Aires",81990,USD,96,80, 3, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",55900,USD,43,35, 1, 1,N/A,N/A
Departamento,"Remedios De Escalada, Lanus, Buenos Aires  Solicitar precio 38",Solicitar,precio,38,36, 2, 1,N/A,N/A
Departamento,"Almagro, Capital Federal",55000,USD,36,24, 1, 1,5400,ARS
Departamento,"Palermo, Capital Federal",345000,USD,79,75, 3, 2,24500,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",62000,USD,80,57, 3, 1,N/A,N/A
Departamento,"Villa Del Parque, Capital Federal",82000,USD,51,43, 2, 1,N/A,N/A
Departamento,"Centro, Rosario, Rosario, Santa Fe",40000,USD,39.54,33.75, 1, 1,4500,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",71000,USD,72.15,47.65, 2, 1,4500,ARS
Departamento,"Puerto Norte, Rosario, Rosario, Santa Fe  Solicitar precio",Solicitar,precio,90,75, 3, 2,30000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",113800,USD,81.73,74.54, 3, 2,4500,ARS
Departamento,"Echesortu, Rosario, Rosario, Santa Fe",42000,USD,38,32, 2, 1,N/A,N/A
Departamento,"Versalles, Capital Federal",54000,USD,24,24, 1, 1,N/A,N/A
Departamento,"Rosario, Rosario, Santa Fe",38000,USD,53.66,43.66, 1, 1,N/A,N/A
Departamento,"Alberdi, Cordoba, Capital,",45000,USD,53,51, 3, 1,7000,ARS
Departamento,"Luis Agote, Rosario, Rosario, Santa Fe",54000,USD,43.05,36.7, 2, 1,N/A,N/A
Departamento,"Centro, Cordoba, Capital,",42000,USD,49.58,45.86, 2, 1,6000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",45000,USD,46,44, 3, 1,4500,ARS
Departamento,"Hurlingham, Hurlingham, Buenos Aires",130000,USD,108,85, 4, 2,15000,ARS
Departamento,"Hurlingham, Hurlingham, Buenos Aires",85000,USD,45.3,39.12, 2, 1,8000,ARS
Departamento,"Floresta, Capital Federal",150000,USD,87.5,79.5, 4, 1,17000,ARS
Departamento,"Munro, Vicente Lopez, Buenos Aires",59900,USD,45,39, 2, 1,1500,ARS
Departamento,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",120000,USD,135,85, 3, 2,2500,ARS
Departamento,"Centro, Zarate, Zarate, Buenos Aires",65000,USD,60,56, 3, 1,8900,ARS
Departamento,"Venado Tuerto, General Lopez, Santa Fe",52000,USD,69.34,69.34, 3, 1,4500,ARS
Departamento,"La Paternal, Capital Federal",95000,USD,75.62,47.35, 2, 1,13000,ARS
Departamento,"Boulogne, San Isidro, Buenos Aires",109000,USD,60,55, 3, 1,6000,ARS
Departamento,"Saavedra, Capital Federal",99000,USD,43,35, 2, 1,7500,ARS
Departamento,"Tandil, Tandil, Buenos Aires",42000,USD,45,41, 2, 1,N/A,N/A
Departamento,"Guemes, Cordoba, Capital,",24900,USD,27,27, 2, 1,1400,ARS
Departamento,"Moron, Moron, Buenos Aires",30000,USD,27,27, 1, 1,1000,ARS
Departamento,"Tapiales, La Matanza, Buenos Aires",85000,USD,71,68, 4, 1,17000,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",100000,USD,46.4,41.28, 2, 1,N/A,N/A
Departamento,"General Paz, Cordoba, Capital,",28000,USD,37,37, 2, 1,6500,ARS
Departamento,"Palermo, Capital Federal",105000,USD,50.44,46.37, 2, 1,13900,ARS
Departamento,"Flores, Capital Federal",79900,USD,43.88,42.08, 2, 1,6422,ARS
Departamento,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",107000,USD,91,60, 3, 2,14000,ARS
Departamento,"Belgrano, Capital Federal",145000,USD,89,79, 3, 1,10000,ARS
Departamento,"Villa Luro, Capital Federal",44900,USD,32.02,32.02, 1, 1,10000,ARS
Departamento,"Coronel Dorrego, Guaymallen, Mendoza",71000,USD,60.88,60.88, 2, 1,8700,ARS
Departamento,"Belgrano, Capital Federal",107000,USD,36,36, 2, 1,N/A,N/A
Departamento,"Villa General Mitre, Capital Federal",59000,USD,57.97,57.97, 2, 1,N/A,N/A
Departamento,"Flores, Capital Federal",105000,USD,58.5,43, 2, 1,N/A,N/A
Departamento,"Flores, Capital Federal",64000,USD,38,34.5, 1, 1,N/A,N/A
Departamento,"Flores, Capital Federal",89000,USD,50,44, 2, 1,10000,ARS
Departamento,Capital Federal,79000,USD,40.5,37, 1, 1,N/A,N/A
Departamento,"Rosario, Rosario, Santa Fe",36500,USD,34,30, 1, 1,1000,ARS
Departamento,Capital Federal,110000,USD,47.03,43.73, 2, 1,19000,ARS
Departamento,"Villa Crespo, Capital Federal",96000,USD,60,60, 3, 1,14000,ARS
Departamento,"Monserrat, Capital Federal",62000,USD,56,55, 3, 1,9000,ARS
Departamento,"Guemes, Cordoba, Capital,",65000,USD,63.55,50, 2, 1,15000,ARS
Departamento,"Canning, Ezeiza, Buenos Aires",105000,USD,80,50, 2, 1,12000,ARS
Departamento,"Almagro, Capital Federal",76000,USD,62,58, 3, 1,15000,ARS
Departamento,"La Perla Sur, Mar Del Plata, General Pueyrredon, Buenos Aires",110000,USD,87.39,79.81, 3, 1,12000,ARS
Departamento,"Sargento Cabral, Santa Fe, Santa Fe Capital, Santa Fe",48000,USD,41.6,37, 2, 1,3500,ARS
Departamento,"Villa Urquiza, Capital Federal",79500,USD,40,36, 1, 1,15000,ARS
Departamento,"Nueva Cordoba, Cordoba, Capital,",85550,USD,196,98, 3, 2,8000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",46350,USD,50,50, 3, 1,1500,ARS
Departamento,"San Carlos De Bariloche, Bariloche,",130000,USD,68.9,68.9, 3, 1,3000,ARS
Departamento,"Necochea, Necochea, Buenos Aires",55000,USD,45,41, 2, 1,N/A,N/A
Departamento,"Floresta, Capital Federal",43000,USD,35,31, 1, 1,2500,ARS
Departamento,"Floresta, Capital Federal",114000,USD,80,74, 3, 1,20000,ARS
Departamento,"Parque Chacabuco, Capital Federal",109500,USD,66,62, 3, 1,9600,ARS
Departamento,"Flores, Capital Federal",109000,USD,79.96,74.57, 3, 2,19000,ARS
Departamento,"Liniers, Capital Federal",35900,USD,34.5,34.5, 2, 1,6000,ARS
Departamento,"Oliva, Tercero Arriba,",11928000,ARS,42,42, 2, 1,N/A,N/A
Departamento,"Cordoba, Capital,",159900,USD,100,100, 4, 2,13000,ARS
Departamento,"Saavedra, Capital Federal",178000,USD,100.28,95.5, 4, 2,14000,ARS
Departamento,"Barrancas De Belgrano, Belgrano, Capital Federal",550000,USD,273,261, 6, 3,62000,ARS
Departamento,"Haedo, Moron, Buenos Aires",181900,USD,108,99, 3, 2,N/A,N/A
Departamento,"Saavedra, Capital Federal",178000,USD,100.28,95.5, 4, 2,14000,ARS
Departamento,"Haedo, Moron, Buenos Aires",176200,USD,125,101, 3, 2,N/A,N/A
Departamento,"Barracas, Capital Federal",95000,USD,51.91,47.84, 3, 1,18000,ARS
Departamento,"Palermo, Capital Federal",450000,USD,316.13,176.34, 5, 3,56800,ARS
Departamento,San,32000,USD,19.05,19.05, 1, 1,8000,ARS
Departamento,"Martin, Rosario, Rosario, Santa Fe",70000,USD,60,60, 4, 1,5800,ARS
Departamento,"Palermo, Capital Federal",165000,USD,86.94,79.65, 4, 2,30000,ARS
Departamento,"Barrio Norte, Capital Federal",65000,USD,48,36, 2, 1,8700,ARS
Departamento,Las,375000,USD,126,110, 4, 3,N/A,N/A
Departamento,"Saavedra, Capital Federal",79000,USD,31.6,31.6, 1, 1,4700,ARS
Departamento,"Palermo, Capital Federal",145000,USD,40,31, 1, 1,N/A,N/A
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza",34000,USD,77,62, 2, 1,1000,ARS
Departamento,"Palermo, Capital Federal",145000,USD,40,31, 1, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",209000,USD,95,90, 4, 1,27000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",275000,USD,209,109, 8, 3,8000,ARS
Departamento,"Sur, Santa Fe, Santa Fe Capital, Santa Fe",16000,USD,73.26,67.26, 4, 1,N/A,N/A
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",22000,USD,59,57, 3, 1,1,ARS
Departamento,"Monserrat, Capital Federal",149000,USD,103.6,56.68, 2, 1,7000,ARS
Departamento,"Villa Celina, La Matanza, Buenos Aires",55000,USD,65,50, 4, 1,5000,ARS
Departamento,"Villa Urquiza, Capital Federal",104900,USD,41,36.5, 1, 1,10000,ARS
Departamento,"Caballito, Capital Federal",129000,USD,77.61,73.61, 4, 1,11400,ARS
Departamento,"Caballito, Capital Federal",170000,USD,107,95, 5, 2,30000,ARS
Departamento,"Victoria, San Fernando, Buenos Aires",49000,USD,61,61, 4, 1,2000,
Departamento,"Recoleta, Capital Federal",137900,USD,67,63, 4, 2,20000,ARS
Departamento,Capital Federal,119000,USD,53.5,46, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",42000,USD,31.15,31.15, 1, 1,7000,ARS
Departamento,"Caballito, Capital Federal",83000,USD,40.5,36.5, 1, 1,N/A,N/A
Departamento,Capital Federal,100000,USD,52,47, 2, 1,N/A,N/A
Departamento,Capital Federal,119000,USD,53.5,46, 2, 1,N/A,N/A
Departamento,"Monserrat, Capital Federal",103000,USD,38,34, 1, 1,N/A,N/A
Departamento,"Monserrat, Capital Federal",89000,USD,34,34, 1, 1,N/A,N/A
Departamento,"Monserrat, Capital Federal",86000,USD,38,34, 1, 1,N/A,N/A
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",53500,USD,50,42, 2, 1,N/A,N/A
Departamento,"Almagro, Capital Federal",63800,USD,47,41, 1, 1,N/A,N/A
Departamento,"Boedo, Capital Federal",89900,USD,52.78,43.38, 2, 1,10500,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",32000,USD,85,80, 3, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",210000,USD,82.1,71, 3, 2,18000,ARS
Departamento,"Avellaneda, Avellaneda, Buenos Aires",119900,USD,75,71.3, 3, 1,13000,ARS
Departamento,"Villa Crespo, Capital Federal",150000,USD,106.27,102.27, 4, 1,39000,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",54000,USD,34,30, 1, 1,N/A,N/A
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",80000,USD,76.24,72.07, 4, 1,1800,ARS
Departamento,"Cordoba, Capital,",24000,USD,40,40, 2, 1,5000,ARS
Departamento,"Rincon De Milberg, Tigre, Buenos Aires",135000,USD,58.88,50, 2, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",55000,USD,44.76,22.52, 1, 1,5000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",31000,USD,36.881,31.9, 2, 1,6500,ARS
Departamento,"Flores, Capital Federal",63000,USD,40,40, 2, 1,N/A,N/A
Departamento,"Villa Santa Rita, Capital Federal",137000,USD,66,59, 3, 2,18000,ARS
Departamento,"Moron, Moron, Buenos Aires",44000,USD,40,36, 2, 1,4000,ARS
Departamento,"Santos Lugares, Tres De Febrero, Buenos Aires",36000,USD,33,30, 1, 1,1000,ARS
Departamento,"Floresta, Capital Federal",74500,USD,42.18,35.1, 2, 1,4500,ARS
Departamento,"Bahia Blanca, Bahia Blanca, Buenos Aires",45000,USD,50,42, 2, 1,6000,ARS
Departamento,"Monserrat, Capital Federal",51000,USD,36,36, 2, 1,3800,ARS
Departamento,San,220000,USD,188.1,164.5, 5, 3,34000,ARS
Departamento,"Cipolletti, General Roca,",96000,USD,167,74, 5, 1,22000,ARS
Departamento,San,185000,USD,149,134, 4, 2,30000,ARS
Departamento,San,396000,USD,337,298, 8, 5,64000,ARS
Departamento,"Nueva Cordoba, Cordoba, Capital,",44000,USD,45,45, 2, 1,3500,ARS
Departamento,"Colegiales, Capital Federal",148000,USD,78.5,53, 2, 1,4800,ARS
Departamento,"Mar Del Plata, General Pueyrredon, Buenos Aires",62000,USD,60,54, 3, 1,6000,ARS
Departamento,"Cruce, Pergamino, Pergamino, Buenos Aires",40000,USD,60,60, 4, 1,1000,ARS
Departamento,"Sarandi, Avellaneda, Buenos Aires",39000,USD,82.92,82.92, 4, 1,7000,ARS
Departamento,"Colegiales, Capital Federal",109000,USD,72,59, 3, 1,15000,ARS
Departamento,Las,240000,USD,78,70, 3, 1,50000,ARS
Departamento,"Haedo, Moron, Buenos Aires",80000,USD,46,46, 2, 1,N/A,N/A
Departamento,"Posadas, Capital, Misiones",104270,USD,61.15,61.15, 2, 2,3000,ARS
Departamento,"Mendoza, Capital, Mendoza",42000,USD,54,40, 2, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",76800,USD,32,27, 1, 1,1,ARS
Departamento,"Flores, Capital Federal",68000,USD,47,35, 1, 1,5500,ARS
Departamento,"Caballito Norte, Caballito, Capital Federal",75000,USD,42,40, 2, 1,11000,ARS
Departamento,"Barrancas De Belgrano, Belgrano, Capital Federal",139900,USD,50,45, 2, 1,36000,ARS
Departamento,Villa Saenz,56000,USD,39.88,33.88, 2, 1,2760,ARS
Departamento,"Haedo, Moron, Buenos Aires",82500,USD,46,46, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",153000,USD,51,45, 2, 1,26700,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",232800,USD,156,148, 4, 2,N/A,N/A
Departamento,"Retiro, Capital Federal",50500,USD,32.86,32.86, 1, 1,11814,ARS
Departamento,"Villa Celina, La Matanza, Buenos Aires",64900,USD,92,92, 4, 1,10000,ARS
Departamento,"Belgrano, Capital Federal",175000,USD,66.14,60.65, 3, 2,30000,ARS
Departamento,"Jesus Nazareno, Guaymallen, Mendoza",42000,USD,75,63, 3, 1,N/A,N/A
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 99",Solicitar,precio,99,45, 2, 1,N/A,N/A
Departamento,"San Miguel, San Miguel, Buenos Aires",37000,USD,24,24, 1, 1,12400,ARS
Departamento,Las,121000,USD,89.07,89.07, 3, 1,16937,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",53000,USD,68,53, 3, 1,2500,ARS
Departamento,"La Boca, Capital Federal",85000,USD,60.06,56.57, 3, 1,3000,ARS
Departamento,"San Fernando, San Fernando, Buenos Aires",120000,USD,62,56, 3, 1,10000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",40000,USD,22,22, 1, 1,3000,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",160000,USD,71,68, 3, 1,15000,ARS
Departamento,"Puerto Norte, Rosario, Rosario, Santa Fe",265000,USD,116,116, 4, 2,20000,
Departamento,Capital Federal,47000,USD,31,31, 1, 1,N/A,N/A
Departamento,"Santa Teresita, De La Costa, Buenos Aires",30000,USD,38,34, 2, 1,5500,ARS
Departamento,"Sarmiento, Mar Del Plata, General Pueyrredon, Buenos Aires",47000,USD,51,51, 3, 1,10000,ARS
Departamento,"La Paternal, Capital Federal",36500,USD,29.67,28.67, 1, 1,N/A,N/A
Departamento,"Venado Tuerto, General Lopez, Santa Fe",48000,USD,56,47, 2, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",98000,USD,89,89, 4, 1,9500,ARS
Departamento,"Villa Crespo, Capital Federal",79900,USD,40.23,36.5, 1, 1,11000,ARS
Departamento,"Palermo, Capital Federal",209000,USD,124.29,112.89, 4, 2,28200,ARS
Departamento,"Palermo, Capital Federal",139000,USD,66,60, 3, 1,27000,ARS
Departamento,"San Telmo, Capital Federal",50000,USD,54,44, 2, 1,11000,ARS
Departamento,"Belgrano, Capital Federal",135000,USD,102.68,43, 2, 1,18000,ARS
Departamento,Capital Federal,119000,USD,59,56.4, 3, 1,8500,ARS
Departamento,"La Plata, La Plata, Buenos Aires",68000,USD,45,39, 2, 1,4000,ARS
Departamento,"Almagro, Capital Federal",72000,USD,38.39,38.39, 2, 1,5000,ARS
Departamento,Florida,175000,USD,107.3,78.2, 3, 1,6500,ARS
Departamento,"Belgrano, Capital Federal",89000,USD,37.26,35.26, 1, 1,9485,ARS
Departamento,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",50000,USD,44.34,35.67, 1, 1,2500,ARS
Departamento,"La Perla Sur, Mar Del Plata, General Pueyrredon, Buenos Aires  Solicitar precio",Solicitar,precio,26.47,26.47, 1, 1,3000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",58500,USD,65,65, 3, 1,4500,ARS
Departamento,"Villa Luzuriaga, La Matanza, Buenos Aires",50000,USD,46.72,45.1, 2, 1,N/A,N/A
Departamento,"Retiro, Capital Federal",153000,USD,104,96, 4, 2,45000,ARS
Departamento,"Almagro, Capital Federal",59500,USD,38.11,34.36, 1, 1,9071,ARS
Departamento,"Cipolletti, General Roca,",59000,USD,42,42, 2, 1,1,ARS
Departamento,"Nueva Pompeya, Capital Federal",60000,USD,49,49, 3, 1,4300,ARS
Departamento,"Villa Soldati, Capital Federal",23000,USD,49,49, 3, 1,N/A,N/A
Departamento,"San Telmo, Capital Federal",88000,USD,46,46, 2, 1,19000,ARS
Departamento,"Tortuguitas, Malvinas Argentinas, Buenos Aires",99000,USD,107,55, 2, 1,10000,ARS
Departamento,"Caseros, Tres De Febrero, Buenos Aires",30700,USD,38.48,38.47, 1, 1,1,ARS
Departamento,"Caseros, Tres De Febrero, Buenos Aires",43475,USD,54.49,54.48, 2, 1,1,ARS
Departamento,"Pinamar, Pinamar, Buenos Aires",85000,USD,70,66, 3, 1,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",46000,USD,57.64,57.63, 2, 1,1,ARS
Departamento,"Almagro, Capital Federal",99200,USD,68.12,52.55, 2, 1,10000,ARS
Departamento,"Belgrano, Capital Federal",145000,USD,57.9,54, 2, 1,N/A,N/A
Departamento,"San Andres, General San Martin, Buenos Aires",34000,USD,26,26, 1, 1,N/A,N/A
Departamento,"Barracas, Capital Federal",60000,USD,38.14,38.14, 2, 1,11000,ARS
Departamento,"Moron, Moron, Buenos Aires",85000,USD,45,43, 2, 1,4000,ARS
Departamento,"Flores, Capital Federal",99900,USD,59.98,59.98, 3, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",109000,USD,80,74, 4, 1,5000,ARS
Departamento,"Villa Luro, Capital Federal",134900,USD,68,54, 2, 1,N/A,N/A
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",55000,USD,71,71, 3, 1,N/A,N/A
Departamento,"Palermo Hollywood, Palermo, Capital Federal",160000,USD,57.5,48, 2, 1,30000,ARS
Departamento,"Belgrano, Capital Federal",233558,USD,121.88,53.25, 2, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",346409,USD,128.4,110, 3, 1,N/A,N/A
Departamento,"Palermo Nuevo, Palermo, Capital Federal",140000,USD,40,33, 1, 1,17300,ARS
Departamento,"Belgrano, Capital Federal",135337,USD,59.64,47.42, 2, 2,N/A,N/A
Departamento,"Villa Devoto, Capital Federal",165000,USD,134,66, 3, 1,5000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",74000,USD,70,56, 3, 1,5500,ARS
Departamento,"Caseros, Tres De Febrero, Buenos Aires",36749,USD,37.12,33.42, 1, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",75000,USD,60,53, 3, 1,15000,ARS
Departamento,"Palermo Soho, Palermo, Capital Federal",239750,USD,117,106, 4, 2,N/A,N/A
Departamento,Capital Federal,285000,USD,99,88, 4, 2,N/A,N/A
Departamento,"Villa Lugano, Capital Federal",53000,USD,64.74,59, 3, 1,6900,ARS
Departamento,"Florida, Vicente Lopez, Buenos Aires",98000,USD,56,56, 2, 1,8600,ARS
Departamento,"Monte Castro, Capital Federal",63000,USD,43,40, 1, 1,3500,ARS
Departamento,"Caballito, Capital Federal",62500,USD,36.15,36.15, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",200000,USD,130,121, 4, 2,40000,ARS
Departamento,"Flores, Capital Federal",79900,USD,55,50, 3, 1,13000,ARS
Departamento,"Martinez, San Isidro, Buenos Aires",153000,USD,91,91, 4, 1,20500,ARS
Departamento,"Pichincha, Rosario, Rosario, Santa Fe",37000,USD,34,30, 2, 1,1500,ARS
Departamento,"Villa Crespo, Capital Federal",128000,USD,62.19,58.05, 3, 1,6000,ARS
Departamento,"Cordoba, Capital,",75000,USD,109,109, 5, 1,15000,ARS
Departamento,"Luis Agote, Rosario, Rosario, Santa Fe",37000,USD,39.41,37.02, 2, 1,4000,ARS
Departamento,"Caballito, Capital Federal",57000,USD,42,42, 3, 1,10117,ARS
Departamento,"San Cristobal, Capital Federal",47000,USD,37.3,36, 2, 1,8500,ARS
Departamento,"Villa Lugano, Capital Federal",42999,USD,56,53, 3, 1,8000,ARS
Departamento,"Los Alamos, Tigre, Tigre, Buenos Aires",52500,USD,40,40, 2, 1,10000,ARS
Departamento,"Flores, Capital Federal",124000,USD,56,53, 3, 1,17500,ARS
Departamento,"Villa Devoto, Capital Federal",63000,USD,46,41, 2, 1,10000,ARS
Departamento,"Villa Santa Rita, Capital Federal",120000,USD,81,81, 4, 2,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",40500,USD,42.21,36.77, 1, 1,N/A,N/A
Departamento,"City Bell, La Plata, Buenos Aires",75000,USD,72,60, 2, 1,2000,ARS
Departamento,"City Bell, La Plata, Buenos Aires",75000,USD,72,60, 2, 1,2000,ARS
Departamento,"Caballito, Capital Federal",120000,USD,53,50, 2, 1,14000,ARS
Departamento,"Puerto Madero, Capital Federal",920000,USD,172.5,160, 4, 3,40000,ARS
Departamento,"Plaza Colon, Mar Del Plata, General Pueyrredon, Buenos Aires",63900,USD,43,43, 3, 1,11000,ARS
Departamento,"Abasto, Rosario, Rosario, Santa Fe",200000,USD,96,86, 4, 2,12000,ARS
Departamento,"Recoleta, Capital Federal",115000,USD,43,40, 2, 1,24000,ARS
Departamento,"Belgrano R, Belgrano, Capital Federal",230000,USD,82.81,70.83, 3, 1,21000,ARS
Departamento,"Palermo, Capital Federal",74000,USD,23,20, 1, 1,11000,ARS
Departamento,"San Fernando, San Fernando, Buenos Aires",132000,USD,93,79, 3, 1,10000,ARS
Departamento,"Villa Lynch, General San Martin, Buenos Aires",79900,USD,77,63, 2, 2,3500,ARS
Departamento,"Valentin Alsina, Lanus, Buenos Aires",49500,USD,46,46, 2, 1,2000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",44500,USD,26.4,26.4, 2, 1,5000,ARS
Departamento,"Tandil, Tandil, Buenos Aires",55000,USD,55.98,48.68, 2, 1,600,ARS
Departamento,"Martin Coronado, Tres De Febrero, Buenos Aires",85000,USD,263,113, 4, 1,N/A,N/A
Departamento,"Villa Dominico, Avellaneda, Buenos Aires",75000,USD,54.23,48.99, 3, 1,10000,ARS
Departamento,Capital Federal,165000,USD,100,97, 3, 1,8900,ARS
Departamento,Capital Federal,79000,USD,40.5,37, 1, 1,N/A,N/A
Departamento,"Belgrano, San Carlos De Bariloche, Bariloche,",129000,USD,39,39, 2, 1,4800,ARS
Departamento,Villa Saenz,75000,USD,53,48, 2, 1,13500,ARS
Departamento,"Libertad, Merlo, Buenos Aires",44500,USD,200,90, 5, 4,N/A,N/A
Departamento,"Centro, Mar Del Plata, General Pueyrredon, Buenos Aires",49000,USD,42,39, 2, 1,7999,ARS
Departamento,"Pinamar, Pinamar, Buenos Aires",59000,USD,38,34, 2, 1,6000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",144000,USD,144.31,144.31, 5, 1,11000,ARS
Departamento,"Puerto Norte, Rosario, Rosario, Santa Fe",595000,USD,172,172, 5, 3,N/A,N/A
Departamento,"Centro, Rosario, Rosario, Santa Fe",630000,USD,184.2,165, 5, 3,N/A,N/A
Departamento,Capital Federal,87800,USD,40,31, 1, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",62000,USD,60,53, 2, 1,N/A,N/A
Departamento,"Lanus, Lanus, Buenos Aires",55000,USD,39.35,36.65, 2, 1,7000,ARS
Departamento,"Villa Urquiza, Capital Federal",155000,USD,68.25,62.25, 3, 2,18000,ARS
Departamento,"Villa Ortuzar, Capital Federal",95000,USD,55.23,52.69, 3, 1,7500,ARS
Departamento,"Floresta, Capital Federal",93700,USD,43.88,42, 2, 1,2000,ARS
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio",Solicitar,precio,54,51, 2, 1,8000,ARS
Departamento,"Quebrada De Las Rosa, Cordoba, Capital,",89900,USD,89,89, 4, 1,N/A,N/A
Departamento,"Quilmes, Quilmes, Buenos Aires",74500,USD,54.3,42.8, 2, 1,N/A,N/A
Departamento,"Villa General Mitre, Capital Federal",100000,USD,69,64, 3, 1,5800,ARS
Departamento,"Saavedra, Capital Federal",159000,USD,79,47, 2, 1,4960,ARS
Departamento,"Cipolletti, General Roca,",85000,USD,67,65, 3, 1,8000,ARS
Departamento,"Belgrano, Capital Federal",74000,USD,26.72,26.72, 2, 1,N/A,N/A
Departamento,"Flores, Capital Federal",70000,USD,42.75,37.03, 2, 1,6100,ARS
Departamento,"Castelar Norte, Castelar, Moron, Buenos Aires",163000,USD,97,77, 3, 1,10000,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",38000,USD,38.28,38.28, 2, 1,N/A,N/A
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",38000,USD,36.52,36.52, 2, 1,N/A,N/A
Departamento,"Villa Lynch, General San Martin, Buenos Aires",42000,USD,52,52, 2, 1,1,ARS
